Group,NWScriptConstant,CSharpEnum,Value,VisualTags,Location,Colors,SelectionHint,SourcePage,ImageUrl
EYES,VFX_EYES_YEL_HALFORC_FEMALE,Vfx_Eyes_Yel_Halforc_Female,384,Eye glow; yel halforc female; location head; colors yellow,Head,Yellow,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/53/Eyes.halforc.female.yellow.jpg
EYES,VFX_EYES_YEL_TROGLODYTE,Vfx_Eyes_Yel_Troglodyte,385,Eye glow; yel troglodyte; location head; colors yellow,Head,Yellow,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/d/d3/Eyes_troglodyte_yellow.jpg
EYES,VFX_EYES_ORG_HUMAN_MALE,Vfx_Eyes_Org_Human_Male,386,Eye glow; org human male; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/e0/Eyes_human_male_orange.jpg
EYES,VFX_EYES_ORG_HUMAN_FEMALE,Vfx_Eyes_Org_Human_Female,387,Eye glow; org human female; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/f0/Eyes_human_female_orange.jpg
EYES,VFX_EYES_ORG_DWARF_MALE,Vfx_Eyes_Org_Dwarf_Male,388,Eye glow; org dwarf male; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/6/69/Eyes_dwarf_male_orange.jpg
EYES,VFX_EYES_ORG_DWARF_FEMALE,Vfx_Eyes_Org_Dwarf_Female,389,Eye glow; org dwarf female; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/55/Eyes_dwarf_female_orange.jpg
EYES,VFX_EYES_ORG_ELF_MALE,Vfx_Eyes_Org_Elf_Male,390,Eye glow; org elf male; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/fc/Eyes_elf_male_orange.jpg
EYES,VFX_EYES_ORG_ELF_FEMALE,Vfx_Eyes_Org_Elf_Female,391,Eye glow; org elf female; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/e9/Eyes_elf_female_orange.jpg
EYES,VFX_EYES_ORG_GNOME_MALE,Vfx_Eyes_Org_Gnome_Male,392,Eye glow; org gnome male; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/d/dd/Eyes_gnome_male_orange.jpg
EYES,VFX_EYES_ORG_GNOME_FEMALE,Vfx_Eyes_Org_Gnome_Female,393,Eye glow; org gnome female; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/3/30/Eyes_gnome_female_orange.jpg
EYES,VFX_EYES_ORG_HALFLING_MALE,Vfx_Eyes_Org_Halfling_Male,394,Eye glow; org halfling male; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/57/Eyes_halfling_male_orange.jpg
EYES,VFX_EYES_ORG_HALFLING_FEMALE,Vfx_Eyes_Org_Halfling_Female,395,Eye glow; org halfling female; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/3/3f/Eyes_halfling_female_orange.jpg
EYES,VFX_EYES_ORG_HALFORC_MALE,Vfx_Eyes_Org_Halforc_Male,396,Eye glow; org halforc male; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/5a/Eyes_halforc_male_orange.jpg
EYES,VFX_EYES_ORG_HALFORC_FEMALE,Vfx_Eyes_Org_Halforc_Female,397,Eye glow; org halforc female; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/9/9d/Eyes_halforc_female_orange.jpg
EYES,VFX_EYES_ORG_TROGLODYTE,Vfx_Eyes_Org_Troglodyte,398,Eye glow; org troglodyte; location head; colors orange,Head,Orange,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/56/Eyes_troglodyte_orange.jpg
EYES,VFX_EYES_GREEN_HALFELF_MALE,Vfx_Eyes_Green_Human_Male;Vfx_Eyes_Green_Halfelf_Male,567,Eye glow; green halfelf male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/9/97/Eyes.human.male.green.jpg
EYES,VFX_EYES_GREEN_HUMAN_MALE,Vfx_Eyes_Green_Human_Male;Vfx_Eyes_Green_Halfelf_Male,567,Eye glow; green human male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/9/97/Eyes.human.male.green.jpg
EYES,VFX_EYES_GREEN_HALFELF_FEMALE,Vfx_Eyes_Green_Human_Female;Vfx_Eyes_Green_Halfelf_Female,568,Eye glow; green halfelf female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/4/49/Eyes.human.female.green.jpg
EYES,VFX_EYES_GREEN_HUMAN_FEMALE,Vfx_Eyes_Green_Human_Female;Vfx_Eyes_Green_Halfelf_Female,568,Eye glow; green human female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/4/49/Eyes.human.female.green.jpg
EYES,VFX_EYES_GREEN_DWARF_MALE,Vfx_Eyes_Green_Dwarf_Male,569,Eye glow; green dwarf male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/f3/Eyes.dwarf.male.green.jpg
EYES,VFX_EYES_GREEN_DWARF_FEMALE,Vfx_Eyes_Green_Dwarf_Female,570,Eye glow; green dwarf female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/e1/Eyes.dwarf.female.green.jpg
EYES,VFX_EYES_GREEN_ELF_MALE,Vfx_Eyes_Green_Elf_Male,571,Eye glow; green elf male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/53/Eyes.elf.male.green.jpg
EYES,VFX_EYES_GREEN_ELF_FEMALE,Vfx_Eyes_Green_Elf_Female,572,Eye glow; green elf female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/6/6e/Eyes.elf.female.green.jpg
EYES,VFX_EYES_GREEN_GNOME_MALE,Vfx_Eyes_Green_Gnome_Male,573,Eye glow; green gnome male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/53/Eyes.gnome.male.green.jpg
EYES,VFX_EYES_GREEN_GNOME_FEMALE,Vfx_Eyes_Green_Gnome_Female,574,Eye glow; green gnome female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/1/1a/Eyes.gnome.female.green.jpg
EYES,VFX_EYES_GREEN_HALFLING_MALE,Vfx_Eyes_Green_Halfling_Male,575,Eye glow; green halfling male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/8/8b/Eyes.halfling.male.green.jpg
EYES,VFX_EYES_GREEN_HALFLING_FEMALE,Vfx_Eyes_Green_Halfling_Female,576,Eye glow; green halfling female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/a/a7/Eyes.halfling.female.green.jpg
EYES,VFX_EYES_GREEN_HALFORC_MALE,Vfx_Eyes_Green_Halforc_Male,577,Eye glow; green halforc male; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/e0/Eyes.halforc.male.green.jpg
EYES,VFX_EYES_GREEN_HALFORC_FEMALE,Vfx_Eyes_Green_Halforc_Female,578,Eye glow; green halforc female; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/b/b1/Eyes.halforc.female.green.jpg
EYES,VFX_EYES_GREEN_TROGLODYTE,LightsaberHum,579,Eye glow; green troglodyte; location head; colors green,Head,Green,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/6/68/Eyes.troglodyte.green.jpg
EYES,VFX_EYES_PUR_HUMAN_MALE,Vfx_Eyes_Pur_Human_Male,580,Eye glow; pur human male; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/54/Eyes_human_male_purple.jpg
EYES,VFX_EYES_PUR_HUMAN_FEMALE,Vfx_Eyes_Pur_Human_Female,581,Eye glow; pur human female; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/6/64/Eyes_human_female_purple.jpg
EYES,VFX_EYES_PUR_DWARF_MALE,Vfx_Eyes_Pur_Dwarf_Male,582,Eye glow; pur dwarf male; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/6/61/Eyes_dwarf_male_purple.jpg
EYES,VFX_EYES_PUR_DWARF_FEMALE,Vfx_Eyes_Pur_Dwarf_Female,583,Eye glow; pur dwarf female; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/8/8d/Eyes_dwarf_female_purple.jpg
EYES,VFX_EYES_PUR_ELF_MALE,Vfx_Eyes_Pur_Elf_Male,584,Eye glow; pur elf male; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/b/ba/Eyes_elf_male_purple.jpg
EYES,VFX_EYES_PUR_ELF_FEMALE,Vfx_Eyes_Pur_Elf_Female,585,Eye glow; pur elf female; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/b/be/Eyes_elf_female_purple.jpg
EYES,VFX_EYES_PUR_GNOME_MALE,Vfx_Eyes_Pur_Gnome_Male,586,Eye glow; pur gnome male; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/2/2e/Eyes_gnome_male_purple.jpg
EYES,VFX_EYES_PUR_GNOME_FEMALE,Vfx_Eyes_Pur_Gnome_Female,587,Eye glow; pur gnome female; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/a/ac/Eyes_gnome_female_purple.jpg
EYES,VFX_EYES_PUR_HALFLING_MALE,Vfx_Eyes_Pur_Halfling_Male,588,Eye glow; pur halfling male; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/c/ca/Eyes_halfling_male_purple.jpg
EYES,VFX_EYES_PUR_HALFLING_FEMALE,Vfx_Eyes_Pur_Halfling_Female,589,Eye glow; pur halfling female; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/f2/Eyes_halfling_female_purple.jpg
EYES,VFX_EYES_PUR_HALFORC_MALE,Vfx_Eyes_Pur_Halforc_Male,590,Eye glow; pur halforc male; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/b/be/Eyes_halforc_male_purple.jpg
EYES,VFX_EYES_PUR_HALFORC_FEMALE,Vfx_Eyes_Pur_Halforc_Female,591,Eye glow; pur halforc female; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/9/91/Eyes.halforc.female.purple.jpg
EYES,VFX_EYES_PUR_TROGLODYTE,Vfx_Eyes_Pur_Troglodyte,592,Eye glow; pur troglodyte; location head; colors purple,Head,Purple,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/0/0a/Eyes_troglodyte_purple.jpg
EYES,VFX_EYES_CYN_HUMAN_MALE,Vfx_Eyes_Cyn_Human_Male,593,Eye glow; cyn human male; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/4/46/Eyes_human_male_cyan.jpg
EYES,VFX_EYES_CYN_HUMAN_FEMALE,Vfx_Eyes_Cyn_Human_Female,594,Eye glow; cyn human female; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/0/0b/Eyes_human_female_cyan.jpg
EYES,VFX_EYES_CYN_DWARF_MALE,Vfx_Eyes_Cyn_Dwarf_Male,595,Eye glow; cyn dwarf male; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/9/9c/Eyes_dwarf_male_cyan.jpg
EYES,VFX_EYES_CYN_DWARF_FEMALE,Vfx_Eyes_Cyn_Dwarf_Female,596,Eye glow; cyn dwarf female; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/3/3a/Eyes_dwarf_female_cyan.jpg
EYES,VFX_EYES_CYN_ELF_MALE,Vfx_Eyes_Cyn_Elf_Male,597,Eye glow; cyn elf male; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/fd/Eyes_elf_male_cyan.jpg
EYES,VFX_EYES_CYN_ELF_FEMALE,Vfx_Eyes_Cyn_Elf_Female,598,Eye glow; cyn elf female; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/8/8e/Eyes_elf_female_cyan.jpg
EYES,VFX_EYES_CYN_GNOME_MALE,Vfx_Eyes_Cyn_Gnome_Male,599,Eye glow; cyn gnome male; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/1/1a/Eyes_gnome_male_cyan.jpg
EYES,VFX_EYES_CYN_GNOME_FEMALE,Vfx_Eyes_Cyn_Gnome_Female,600,Eye glow; cyn gnome female; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/0/0f/Eyes_gnome_female_cyan.jpg
EYES,VFX_EYES_CYN_HALFLING_MALE,Vfx_Eyes_Cyn_Halfling_Male,601,Eye glow; cyn halfling male; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/1/13/Eyes_halfling_male_cyan.jpg
EYES,VFX_EYES_CYN_HALFLING_FEMALE,Vfx_Eyes_Cyn_Halfling_Female,602,Eye glow; cyn halfling female; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/c/c9/Eyes_halfling_female_cyan.jpg
EYES,VFX_EYES_CYN_HALFORC_MALE,Vfx_Eyes_Cyn_Halforc_Male,603,Eye glow; cyn halforc male; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/eb/Eyes_halforc_male_cyan.jpg
EYES,VFX_EYES_CYN_HALFORC_FEMALE,Vfx_Eyes_Cyn_Halforc_Female,604,Eye glow; cyn halforc female; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/a/a8/Eyes_halforc.female.cyan.jpg
EYES,VFX_EYES_CYN_TROGLODYTE,Vfx_Eyes_Cyn_Troglodyte,605,Eye glow; cyn troglodyte; location head; colors cyan,Head,Cyan,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/e6/Eyes_troglodyte_cyan.jpg
EYES,VFX_EYES_WHT_HUMAN_MALE,Vfx_Eyes_Wht_Human_Male,606,Eye glow; wht human male; location head; colors white,Head,White,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/e/e4/Eyes_human_male_white.jpg
EYES,VFX_EYES_WHT_HUMAN_FEMALE,Vfx_Eyes_Wht_Human_Female,607,Eye glow; wht human female; location head; colors white,Head,White,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/1/16/Eyes_human_female_white.jpg
EYES,VFX_EYES_WHT_DWARF_MALE,Vfx_Eyes_Wht_Dwarf_Male,608,Eye glow; wht dwarf male; location head; colors white,Head,White,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/5/5e/Eyes_dwarf_male_white.jpg
EYES,VFX_EYES_WHT_DWARF_FEMALE,Vfx_Eyes_Wht_Dwarf_Female,609,Eye glow; wht dwarf female; location head; colors white,Head,White,"Eye glow graphic; use for gaze, perception, rage, mind, or elemental eye cues.",https://www.nwnlexicon.com/Vfx_eyes,https://www.nwnlexicon.com/images/f/f9/Eyes_dwarf_female_white.jpg
